,0
2998,0
2999,0
3000,0
3001,0
3002,1
3003,0
3004,1
3005,1
3006,0
3007,0
3008,1
3009,1
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,1
3017,1
3018,0
3019,1
3020,1
3021,1
3022,0
3023,0
3024,1
3025,1
3026,0
3027,1
3028,1
3029,1
3030,0
3031,0
3032,1
3033,0
3034,1
3035,0
3036,0
3037,1
3038,1
3039,1
3040,0
3041,1
3042,0
3043,0
3044,0
3045,0
3046,0
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,0
3055,1
3056,0
3057,1
3058,1
3059,1
3060,1
3061,0
3062,1
3063,1
3064,1
3065,1
3066,1
3067,0
3068,1
3069,0
3070,1
3071,1
3072,1
3073,1
3074,0
3075,1
3076,0
3077,1
3078,1
3079,1
3080,0
3081,1
3082,0
3083,1
3084,1
3085,1
3086,0
3087,1
3088,0
3089,0
3090,1
3091,0
3092,1
3093,0
3094,0
3095,1
3096,1
3097,0
3098,1
3099,1
3100,0
3101,0
3102,0
3103,0
3104,1
3105,1
3106,1
3107,1
3108,1
3109,0
3110,0
3111,0
3112,1
3113,1
3114,1
3115,1
3116,1
3117,1
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,1
3125,1
3126,0
3127,0
3128,1
3129,0
3130,0
3131,0
3132,0
3133,0
3134,0
3135,1
3136,1
3137,0
3138,1
3139,1
3140,0
3141,1
3142,0
3143,1
3144,1
3145,0
3146,1
3147,1
3148,1
3149,0
3150,0
3151,1
3152,0
3153,1
3154,1
3155,0
3156,1
3157,1
3158,0
3159,0
3160,1
3161,0
3162,0
3163,1
3164,0
3165,0
3166,1
3167,1
3168,0
3169,1
3170,1
3171,1
3172,0
3173,0
3174,1
3175,0
3176,1
3177,1
3178,0
3179,1
3180,1
3181,1
3182,1
3183,1
3184,1
3185,1
3186,1
3187,1
3188,0
3189,1
3190,0
3191,0
3192,1
3193,0
3194,0
3195,1
3196,1
3197,1
3198,1
3199,1
3200,0
3201,1
3202,0
3203,1
3204,1
3205,0
3206,1
3207,0
3208,1
3209,1
3210,0
3211,1
3212,0
3213,1
3214,1
3215,0
3216,0
3217,1
3218,1
3219,1
3220,0
3221,0
3222,1
3223,0
3224,1
3225,1
3226,1
3227,1
3228,1
3229,0
3230,1
3231,1
3232,1
3233,0
3234,0
3235,0
3236,1
3237,1
3238,0
3239,0
3240,0
3241,0
3242,0
3243,1
3244,0
3245,0
3246,1
3247,0
3248,0
3249,0
3250,0
3251,1
3252,0
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,0
3262,0
3263,0
3264,0
3265,1
3266,1
3267,0
3268,0
3269,0
3270,1
3271,0
3272,1
3273,1
3274,0
3275,1
3276,0
3277,1
3278,0
3279,0
3280,0
3281,0
3282,1
3283,0
3284,0
3285,1
3286,0
3287,0
3288,1
3289,1
3290,1
3291,0
3292,0
3293,1
3294,1
3295,1
3296,1
3297,1
3298,0
3299,1
3300,1
3301,1
3302,0
3303,0
3304,1
3305,0
3306,1
3307,0
3308,1
3309,1
3310,1
3311,1
3312,0
3313,1
3314,0
3315,0
3316,0
3317,1
3318,1
3319,1
3320,1
3321,1
3322,0
3323,1
3324,0
3325,1
3326,0
3327,1
3328,1
3329,1
3330,0
3331,0
3332,0
3333,1
3334,1
3335,0
3336,0
3337,0
3338,1
3339,0
3340,0
3341,0
3342,0
3343,0
3344,1
3345,0
3346,1
3347,1
3348,0
3349,1
3350,1
3351,0
3352,1
3353,1
3354,1
3355,0
3356,1
3357,1
3358,0
3359,0
3360,0
3361,1
3362,0
3363,1
3364,1
3365,0
3366,0
3367,0
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,0
3376,1
3377,1
3378,1
3379,0
3380,1
3381,1
3382,1
3383,0
3384,1
3385,1
3386,0
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,0
3395,1
3396,1
3397,0
3398,0
3399,1
3400,1
3401,1
3402,1
3403,0
3404,1
3405,0
3406,0
3407,1
3408,0
3409,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,0
3416,1
3417,0
3418,1
3419,1
3420,0
3421,1
3422,0
3423,0
3424,1
3425,1
3426,0
3427,0
3428,0
3429,0
3430,0
3431,1
3432,1
3433,1
3434,0
3435,0
3436,1
3437,1
3438,0
3439,0
3440,1
3441,1
3442,1
3443,0
3444,0
3445,1
3446,0
3447,1
3448,1
3449,1
3450,0
3451,0
3452,0
3453,0
3454,1
3455,0
3456,1
3457,1
3458,0
3459,0
3460,0
3461,1
3462,1
3463,0
3464,1
3465,1
3466,1
3467,0
3468,1
3469,0
3470,0
3471,1
3472,1
3473,1
3474,1
3475,1
3476,0
3477,0
3478,0
3479,0
3480,1
3481,1
3482,1
3483,1
3484,1
3485,0
3486,1
3487,1
3488,1
3489,1
3490,0
3491,1
3492,0
3493,0
3494,0
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,0
3502,0
3503,1
3504,0
3505,1
3506,1
3507,1
3508,0
3509,0
3510,1
3511,0
3512,1
3513,1
3514,1
3515,1
3516,1
3517,0
3518,0
3519,0
3520,1
3521,1
3522,0
3523,1
3524,1
3525,0
3526,1
3527,1
3528,0
3529,1
3530,0
3531,1
3532,1
3533,1
3534,1
3535,1
3536,1
3537,0
3538,1
3539,1
3540,0
3541,0
3542,1
3543,1
3544,0
3545,1
